HHID,TIME,PASTA,EXPOS,AGE,INCOME,AREA,UNK
224,12,4,0.035613268,0,64.22957273,25214.33137,1
225,12,5,0,0,64.22957273,25214.33137,1
226,12,6,0.254047201,1,64.22957273,25214.33137,1
227,12,7,0.36619051,1,64.22957273,25214.33137,1
228,12,8,2.804069445,0,64.22957273,25214.33137,1
229,12,9,1.936163292,2,64.22957273,25214.33137,1
230,12,10,1.516422742,1,64.22957273,25214.33137,1
231,12,11,2.823296903,0,64.22957273,25214.33137,1
232,12,12,1.768201485,0,64.22957273,25214.33137,1
233,12,13,0.414485458,0,64.22957273,25214.33137,1
234,12,14,1.813934433,1,64.22957273,25214.33137,1
235,12,15,1.414797502,0,64.22957273,25214.33137,1
236,12,16,0.748091764,1,64.22957273,25214.33137,1
237,12,17,2.814061044,1,64.22957273,25214.33137,1
238,12,18,2.609244219,1,64.22957273,25214.33137,1
239,12,19,1.070974844,0,64.22957273,25214.33137,1
240,12,20,1.654307174,0,64.22957273,25214.33137,1
241,13,1,0.019516154,0,23.11837398,13678.5558,1
242,13,2,1.535560841,0,23.11837398,13678.5558,1
243,13,3,2.020137131,2,23.11837398,13678.5558,1
244,13,4,2.501576929,2,23.11837398,13678.5558,1
245,13,5,3.528409628,2,23.11837398,13678.5558,1
246,13,6,3.745637213,3,23.11837398,13678.5558,1
247,13,7,1.858350217,1,23.11837398,13678.5558,1
248,13,8,3.049210371,0,23.11837398,13678.5558,1
249,13,9,2.052244612,1,23.11837398,13678.5558,1
250,13,10,1.482618674,0,23.11837398,13678.5558,1
251,13,11,1.103895805,0,23.11837398,13678.5558,1
252,13,12,3.789719082,4,23.11837398,13678.5558,1
253,13,13,1.755870224,0,23.11837398,13678.5558,1
254,13,14,1.161546789,0,23.11837398,13678.5558,1
255,13,15,2.253425162,0,23.11837398,13678.5558,1
256,13,16,2.504880975,0,23.11837398,13678.5558,1
257,13,17,2.893017538,1,23.11837398,13678.5558,1
258,13,18,2.24708922,0,23.11837398,13678.5558,1
259,13,19,1.369208192,0,23.11837398,13678.5558,1
260,13,20,3.172319775,0,23.11837398,13678.5558,1
261,14,1,1.718355657,1,56.86385419,15337.47456,5
262,14,2,1.953832981,0,56.86385419,15337.47456,5
263,14,3,0.717561794,1,56.86385419,15337.47456,5
264,14,4,2.690392011,1,56.86385419,15337.47456,5
265,14,5,0,0,56.86385419,15337.47456,5
266,14,6,1.587848835,1,56.86385419,15337.47456,5
267,14,7,3.259311335,2,56.86385419,15337.47456,5
268,14,8,2.105309541,1,56.86385419,15337.47456,5
269,14,9,1.646970707,0,56.86385419,15337.47456,5
270,14,10,1.94390399,0,56.86385419,15337.47456,5
271,14,11,2.14695184,1,56.86385419,15337.47456,5
272,14,12,1.492774701,0,56.86385419,15337.47456,5
273,14,13,2.444683283,1,56.86385419,15337.47456,5
274,14,14,2.123979549,1,56.86385419,15337.47456,5
275,14,15,2.998238772,0,56.86385419,15337.47456,5
276,14,16,1.657683681,0,56.86385419,15337.47456,5
277,14,17,2.418873905,1,56.86385419,15337.47456,5
278,14,18,1.750849078,1,56.86385419,15337.47456,5
279,14,19,0.951065921,0,56.86385419,15337.47456,5
280,14,20,2.810562701,0,56.86385419,15337.47456,5
281,15,1,3.023035306,0,22.34961169,21712.87003,1
282,15,2,1.365952772,0,22.34961169,21712.87003,1
283,15,3,3.101841382,0,22.34961169,21712.87003,1
284,15,4,3.161979345,0,22.34961169,21712.87003,1
285,15,5,2.239992754,0,22.34961169,21712.87003,1
286,15,6,2.235555419,0,22.34961169,21712.87003,1
287,15,7,2.291045172,1,22.34961169,21712.87003,1
288,15,8,2.836353636,0,22.34961169,21712.87003,1
289,15,9,1.367363253,0,22.34961169,21712.87003,1
290,15,10,4.078683056,2,22.34961169,21712.87003,1
291,15,11,3.870893678,1,22.34961169,21712.87003,1
292,15,12,3.069684232,1,22.34961169,21712.87003,1
293,15,13,1.29276345,0,22.34961169,21712.87003,1
294,15,14,2.360939986,0,22.34961169,21712.87003,1
295,15,15,3.025856865,1,22.34961169,21712.87003,1
296,15,16,3.304571602,1,22.34961169,21712.87003,1
297,15,17,2.707251882,2,22.34961169,21712.87003,1
298,15,18,1.077610306,0,22.34961169,21712.87003,1
299,15,19,2.147181658,1,22.34961169,21712.87003,1
300,15,20,1.679925441,1,22.34961169,21712.87003,1
301,16,1,4.005858443,3,47.55713383,6822.164394,2
302,16,2,1.763240553,1,47.55713383,6822.164394,2
303,16,3,1.675674047,0,47.55713383,6822.164394,2
304,16,4,3.064347565,0,47.55713383,6822.164394,2
305,16,5,1.384638002,0,47.55713383,6822.164394,2
306,16,6,1.90484162,0,47.55713383,6822.164394,2
307,16,7,2.394586917,1,47.55713383,6822.164394,2
308,16,8,2.143367019,0,47.55713383,6822.164394,2
309,16,9,0.096661114,0,47.55713383,6822.164394,2
310,16,10,2.418124311,1,47.55713383,6822.164394,2
311,16,11,0.271466914,0,47.55713383,6822.164394,2
312,16,12,0.088156111,0,47.55713383,6822.164394,2
313,16,13,2.570357921,1,47.55713383,6822.164394,2
314,16,14,2.171516643,0,47.55713383,6822.164394,2
315,16,15,2.93466285,0,47.55713383,6822.164394,2
316,16,16,3.056060326,1,47.55713383,6822.164394,2
317,16,17,2.398570687,1,47.55713383,6822.164394,2
318,16,18,1.104986136,0,47.55713383,6822.164394,2
319,16,19,4.13114324,0,47.55713383,6822.164394,2
320,16,20,4.498803951,0,47.55713383,6822.164394,2
321,17,1,2.373106013,1,53.82312494,18486.25764,2
322,17,2,1.936267029,1,53.82312494,18486.25764,2
323,17,3,2.18516981,0,53.82312494,18486.25764,2
324,17,4,1.456679739,1,53.82312494,18486.25764,2
325,17,5,2.054691427,1,53.82312494,18486.25764,2
326,17,6,0.77526139,1,53.82312494,18486.25764,2
327,17,7,2.443595498,2,53.82312494,18486.25764,2
328,17,8,0.801500211,0,53.82312494,18486.25764,2
329,17,9,0.73652152,0,53.82312494,18486.25764,2
330,17,10,0,0,53.82312494,18486.25764,2
331,17,11,1.334316446,1,53.82312494,18486.25764,2
332,17,12,0.741710674,1,53.82312494,18486.25764,2
333,17,13,1.978536387,0,53.82312494,18486.25764,2
334,17,14,1.112532153,0,53.82312494,18486.25764,2
335,17,15,2.381325893,1,53.82312494,18486.25764,2
336,17,16,4.23651586,1,53.82312494,18486.25764,2
337,17,17,2.1384896,0,53.82312494,18486.25764,2
338,17,18,2.253494724,1,53.82312494,18486.25764,2
339,17,19,0.817220691,1,53.82312494,18486.25764,2
340,17,20,0.79894471,0,53.82312494,18486.25764,2
341,18,1,0.611983742,0,59.50133021,19664.682,4
342,18,2,2.622159828,1,59.50133021,19664.682,4
343,18,3,3.343091468,1,59.50133021,19664.682,4
344,18,4,3.668612346,0,59.50133021,19664.682,4
345,18,5,1.507653594,0,59.50133021,19664.682,4
346,18,6,2.854269353,1,59.50133021,19664.682,4
347,18,7,2.328162763,1,59.50133021,19664.682,4
348,18,8,3.642969051,2,59.50133021,19664.682,4
349,18,9,1.223464336,0,59.50133021,19664.682,4
350,18,10,1.114356974,1,59.50133021,19664.682,4
351,18,11,3.352015785,0,59.50133021,19664.682,4
352,18,12,0.008916638,1,59.50133021,19664.682,4
353,18,13,1.147062907,0,59.50133021,19664.682,4
354,18,14,1.425206185,1,59.50133021,19664.682,4
355,18,15,1.894272639,0,59.50133021,19664.682,4
356,18,16,0.156738016,0,59.50133021,19664.682,4
357,18,17,0,0,59.50133021,19664.682,4
358,18,18,2.193864934,0,59.50133021,19664.682,4
359,18,19,3.606484225,1,59.50133021,19664.682,4
360,18,20,2.26872774,0,59.50133021,19664.682,4
361,19,1,2.370094538,1,39.60338776,15403.72369,3
362,19,2,2.079435577,1,39.60338776,15403.72369,3
363,19,3,0.19545208,0,39.60338776,15403.72369,3
364,19,4,1.941243524,1,39.60338776,15403.72369,3
365,19,5,1.722088664,0,39.60338776,15403.72369,3
366,19,6,0.977188403,0,39.60338776,15403.72369,3
367,19,7,0.905674828,1,39.60338776,15403.72369,3
368,19,8,2.054515536,0,39.60338776,15403.72369,3
369,19,9,4.07571417,1,39.60338776,15403.72369,3
370,19,10,1.38343955,2,39.60338776,15403.72369,3
371,19,11,3.087448221,3,39.60338776,15403.72369,3
372,19,12,0.409526506,0,39.60338776,15403.72369,3
373,19,13,2.46460169,0,39.60338776,15403.72369,3
374,19,14,2.922201581,0,39.60338776,15403.72369,3
375,19,15,2.75588431,0,39.60338776,15403.72369,3
376,19,16,2.665523979,2,39.60338776,15403.72369,3
377,19,17,0.683146166,0,39.60338776,15403.72369,3
378,19,18,2.11848378,1,39.60338776,15403.72369,3
379,19,19,1.781836941,0,39.60338776,15403.72369,3
380,19,20,2.162813154,2,39.60338776,15403.72369,3
381,20,1,2.649290974,1,38.11462711,16832.12558,1
382,20,2,3.285393861,0,38.11462711,16832.12558,1
383,20,3,0,0,38.11462711,16832.12558,1
384,20,4,0.9402145,1,38.11462711,16832.12558,1
385,20,5,1.25616714,0,38.11462711,16832.12558,1
386,20,6,1.197463063,2,38.11462711,16832.12558,1
387,20,7,1.228301437,1,38.11462711,16832.12558,1
388,20,8,2.743668829,0,38.11462711,16832.12558,1
389,20,9,2.834620173,2,38.11462711,16832.12558,1
390,20,10,1.191040056,0,38.11462711,16832.12558,1
391,20,11,2.029262703,1,38.11462711,16832.12558,1
392,20,12,0.958032331,1,38.11462711,16832.12558,1
393,20,13,2.695755804,2,38.11462711,16832.12558,1
394,20,14,0.571957732,0,38.11462711,16832.12558,1
395,20,15,1.452018689,1,38.11462711,16832.12558,1
396,20,16,0.310321716,0,38.11462711,16832.12558,1
397,20,17,2.321206933,0,38.11462711,16832.12558,1
398,20,18,2.066328297,1,38.11462711,16832.12558,1
399,20,19,1.717008125,1,38.11462711,16832.12558,1
400,20,20,2.196004881,1,38.11462711,16832.12558,1
401,21,1,0.7005862,0,50.22899944,14169.27077,1
402,21,2,2.460074484,0,50.22899944,14169.27077,1
403,21,3,0,0,50.22899944,14169.27077,1
404,21,4,0.847457237,0,50.22899944,14169.27077,1
405,21,5,2.414861697,1,50.22899944,14169.27077,1
406,21,6,0.723383914,0,50.22899944,14169.27077,1
407,21,7,2.081083093,0,50.22899944,14169.27077,1
408,21,8,3.182078632,1,50.22899944,14169.27077,1
409,21,9,2.827666211,2,50.22899944,14169.27077,1
410,21,10,1.342542758,0,50.22899944,14169.27077,1
411,21,11,2.489860108,0,50.22899944,14169.27077,1
412,21,12,3.25483833,0,50.22899944,14169.27077,1
413,21,13,1.39670928,1,50.22899944,14169.27077,1
414,21,14,1.925745301,0,50.22899944,14169.27077,1
415,21,15,2.416734366,0,50.22899944,14169.27077,1
416,21,16,2.231258157,0,50.22899944,14169.27077,1
417,21,17,0.588255778,0,50.22899944,14169.27077,1
418,21,18,1.184609143,0,50.22899944,14169.27077,1
419,21,19,3.042936645,2,50.22899944,14169.27077,1
420,21,20,0.585865895,2,50.22899944,14169.27077,1
421,22,1,0,1,64.6546248,24812.17166,3
422,22,2,3.279581292,1,64.6546248,24812.17166,3
423,22,3,1.663333347,1,64.6546248,24812.17166,3
424,22,4,2.26634442,1,64.6546248,24812.17166,3
425,22,5,2.264672218,0,64.6546248,24812.17166,3
426,22,6,2.984844135,0,64.6546248,24812.17166,3
427,22,7,4.007965607,1,64.6546248,24812.17166,3
428,22,8,2.72114492,2,64.6546248,24812.17166,3
429,22,9,0.690399488,1,64.6546248,24812.17166,3
430,22,10,1.187378372,1,64.6546248,24812.17166,3
431,22,11,1.611141278,1,64.6546248,24812.17166,3
432,22,12,0.347914313,0,64.6546248,24812.17166,3
433,22,13,0.298472838,0,64.6546248,24812.17166,3
434,22,14,2.419116566,0,64.6546248,24812.17166,3
435,22,15,2.14892626,0,64.6546248,24812.17166,3
436,22,16,2.572496469,0,64.6546248,24812.17166,3
437,22,17,1.069878536,0,64.6546248,24812.17166,3
438,22,18,2.301870197,0,64.6546248,24812.17166,3
439,22,19,0.660398191,0,64.6546248,24812.17166,3
440,22,20,0.293021443,0,64.6546248,24812.17166,3
441,23,1,1.820889971,1,52.1596861,12027.35204,4
442,23,2,1.139863525,0,52.1596861,12027.35204,4
443,23,3,2.81760073,1,52.1596861,12027.35204,4
444,23,4,4.472835282,0,52.1596861,12027.35204,4
445,23,5,1.791184647,1,52.1596861,12027.35204,4
446,23,6,0,0,52.1596861,12027.35204,4
447,23,7,1.347070931,1,52.1596861,12027.35204,4
448,23,8,1.559731248,0,52.1596861,12027.35204,4
449,23,9,0.957026441,0,52.1596861,12027.35204,4
450,23,10,1.705656281,0,52.1596861,12027.35204,4
451,23,11,2.919368972,0,52.1596861,12027.35204,4
452,23,12,1.319351346,0,52.1596861,12027.35204,4
453,23,13,1.873342177,1,52.1596861,12027.35204,4
454,23,14,1.253387712,0,52.1596861,12027.35204,4
455,23,15,2.784741079,2,52.1596861,12027.35204,4
456,23,16,0.399580585,0,52.1596861,12027.35204,4
457,23,17,2.467066883,1,52.1596861,12027.35204,4
458,23,18,2.30001533,1,52.1596861,12027.35204,4
459,23,19,2.618439273,0,52.1596861,12027.35204,4
460,23,20,1.791241786,0,52.1596861,12027.35204,4
461,24,1,2.679079514,1,23.16125742,11519.25971,1
462,24,2,1.422546721,0,23.16125742,11519.25971,1
463,24,3,2.808016952,1,23.16125742,11519.25971,1
464,24,4,4.334678734,3,23.16125742,11519.25971,1
465,24,5,0.643950382,0,23.16125742,11519.25971,1
466,24,6,1.579294823,0,23.16125742,11519.25971,1
467,24,7,0.83411548,0,23.16125742,11519.25971,1
468,24,8,1.912259048,0,23.16125742,11519.25971,1
469,24,9,2.063364002,0,23.16125742,11519.25971,1
470,24,10,3.156958022,0,23.16125742,11519.25971,1
471,24,11,0,0,23.16125742,11519.25971,1
472,24,12,2.673187119,0,23.16125742,11519.25971,1
473,24,13,0.791349058,1,23.16125742,11519.25971,1
474,24,14,1.290833758,0,23.16125742,11519.25971,1
475,24,15,1.433854116,1,23.16125742,11519.25971,1
476,24,16,3.024812081,1,23.16125742,11519.25971,1
477,24,17,1.973751228,0,23.16125742,11519.25971,1
478,24,18,2.816216059,0,23.16125742,11519.25971,1
479,24,19,0.680222327,0,23.16125742,11519.25971,1
480,24,20,4.330312249,1,23.16125742,11519.25971,1
481,25,1,1.760589435,0,38.07441514,16507.27679,3
482,25,2,1.033710084,0,38.07441514,16507.27679,3
483,25,3,0.312081048,0,38.07441514,16507.27679,3
484,25,4,2.063141032,1,38.07441514,16507.27679,3
485,25,5,4.119482602,1,38.07441514,16507.27679,3
486,25,6,0.59111292,1,38.07441514,16507.27679,3
487,25,7,1.69717917,1,38.07441514,16507.27679,3
488,25,8,2.986321249,3,38.07441514,16507.27679,3
489,25,9,0,0,38.07441514,16507.27679,3
490,25,10,2.156334832,0,38.07441514,16507.27679,3
491,25,11,0,0,38.07441514,16507.27679,3
492,25,12,1.616687249,0,38.07441514,16507.27679,3
493,25,13,1.880287423,1,38.07441514,16507.27679,3
494,25,14,1.143051617,0,38.07441514,16507.27679,3
495,25,15,0,0,38.07441514,16507.27679,3
496,25,16,0.644607106,0,38.07441514,16507.27679,3
497,25,17,2.432854348,0,38.07441514,16507.27679,3
498,25,18,1.702982515,0,38.07441514,16507.27679,3
499,25,19,1.334448116,0,38.07441514,16507.27679,3
500,25,20,0.883662676,2,38.07441514,16507.27679,3
